C,Cr,Mn,Ni,Si,CR,Hardness,Hardness_sqrt
0.1,0,0.1,5,1,6,386.801,19.66725705
0.1,0,0.1,5,1,7,386.865,19.66888406
0.1,0,0.1,5,1,8,386.819,19.66771466
0.1,0,0.1,5,1,9,386.754,19.66606214
0.1,0,0.1,5,1,10,386.736,19.66560449
0.1,0,0.1,5,1,20,386.685,19.66430777
0.1,0,0.1,5,1,30,386.679,19.66415521
0.1,0,0.1,5,1,40,386.665,19.66379923
0.1,0,0.1,5,1,50,386.668,19.66387551
0.1,1,0.1,5,1,1,389.947,19.74707573
0.1,1,0.1,5,1,2,389.741,19.74185908
0.1,1,0.1,5,1,3,389.72,19.74132721
0.1,1,0.1,5,1,4,389.713,19.74114992
0.1,1,0.1,5,1,5,389.71,19.74107393
0.1,1,0.1,5,1,6,389.708,19.74102328
0.1,1,0.1,5,1,7,389.707,19.74099795
0.1,1,0.1,5,1,8,389.706,19.74097262
0.1,1,0.1,5,1,9,389.677,19.74023809
0.1,1,0.1,5,1,10,389.68,19.74031408
0.1,1,0.1,5,1,20,389.693,19.74064335
0.1,1,0.1,5,1,30,389.697,19.74074467
0.1,1,0.1,5,1,40,389.699,19.74079532
0.1,1,0.1,5,1,50,389.7,19.74082065
0.1,10,0.1,5,1,1,403.79,20.09452662
0.1,10,0.1,5,1,2,403.79,20.09452662
0.1,10,0.1,5,1,3,403.79,20.09452662
0.1,10,0.1,5,1,4,403.79,20.09452662
0.1,10,0.1,5,1,5,403.79,20.09452662
0.1,10,0.1,5,1,6,403.79,20.09452662
0.1,10,0.1,5,1,7,403.79,20.09452662
0.1,10,0.1,5,1,8,403.79,20.09452662
0.1,10,0.1,5,1,9,403.79,20.09452662
0.1,10,0.1,5,1,10,403.79,20.09452662
0.1,10,0.1,5,1,20,403.79,20.09452662
0.1,10,0.1,5,1,30,403.79,20.09452662
0.1,10,0.1,5,1,40,403.79,20.09452662
0.1,10,0.1,5,1,50,403.79,20.09452662
0.1,0,0.1,10,1,1,424.432,20.6017475
0.1,0,0.1,10,1,2,424.443,20.60201446
0.1,0,0.1,10,1,3,424.432,20.6017475
0.1,0,0.1,10,1,4,424.437,20.60186885
0.1,0,0.1,10,1,5,424.44,20.60194166
0.1,0,0.1,10,1,6,424.441,20.60196593
0.1,0,0.1,10,1,7,424.443,20.60201446
0.1,0,0.1,10,1,8,424.411,20.60123783
0.1,0,0.1,10,1,9,424.416,20.60135918
0.1,0,0.1,10,1,10,424.42,20.60145626
0.1,0,0.1,10,1,20,424.436,20.60184458
0.1,0,0.1,10,1,30,424.441,20.60196593
0.1,0,0.1,10,1,40,424.442,20.6019902
0.1,0,0.1,10,1,50,424.444,20.60203873
0.1,1,0.1,10,1,1,425.591,20.629857
0.1,1,0.1,10,1,2,425.596,20.62997819
0.1,1,0.1,10,1,3,425.598,20.63002666
0.1,1,0.1,10,1,4,425.599,20.6300509
0.1,1,0.1,10,1,5,425.599,20.6300509
0.1,1,0.1,10,1,6,425.599,20.6300509
0.1,1,0.1,10,1,7,425.6,20.63007513
0.1,1,0.1,10,1,8,425.6,20.63007513
0.1,1,0.1,10,1,9,425.6,20.63007513
0.1,1,0.1,10,1,10,425.6,20.63007513
0.1,1,0.1,10,1,20,425.6,20.63007513
0.1,1,0.1,10,1,30,425.6,20.63007513
0.1,1,0.1,10,1,40,425.601,20.63009937
0.1,1,0.1,10,1,50,425.601,20.63009937
0.1,10,0.1,10,1,1,178.534,13.36166157
0.1,10,0.1,10,1,2,178.534,13.36166157
0.1,10,0.1,10,1,3,178.534,13.36166157
0.1,10,0.1,10,1,4,178.534,13.36166157
0.1,10,0.1,10,1,5,178.534,13.36166157
0.1,10,0.1,10,1,6,178.534,13.36166157
0.1,10,0.1,10,1,7,178.534,13.36166157
0.1,10,0.1,10,1,8,178.534,13.36166157
0.1,10,0.1,10,1,9,178.534,13.36166157
0.1,10,0.1,10,1,10,178.534,13.36166157
0.1,10,0.1,10,1,20,178.534,13.36166157
0.1,10,0.1,10,1,30,178.534,13.36166157
0.1,10,0.1,10,1,40,178.534,13.36166157
0.1,10,0.1,10,1,50,178.534,13.36166157
0.1,0,0.1,0,1,1,140.502,11.85335396
0.1,0,0.1,0,1,2,143.504,11.97931551
0.1,0,0.1,0,1,3,145.139,12.04736486
0.1,0,0.1,0,1,4,146.337,12.09698309
0.1,0,0.1,0,1,5,147.243,12.13437267
0.1,0,0.1,0,1,6,147.969,12.1642509
0.1,0,0.1,0,1,7,148.667,12.19290777
0.1,0,0.1,0,1,8,149.177,12.21380367
0.1,0,0.1,0,1,9,149.623,12.23204807
0.1,0,0.1,0,1,10,150.015,12.24806107
0.1,0,0.1,0,1,20,151.391,12.30410501
0.1,0,0.1,0,1,30,167.961,12.95997685
0.1,0,0.1,0,1,40,180.257,13.42598227
0.1,0,0.1,0,1,50,185.967,13.6369718
0.1,1,0.1,0,1,1,148.031,12.16679909
0.1,1,0.1,0,1,2,151.236,12.29780468
0.1,1,0.1,0,1,3,153.007,12.36959983
0.1,1,0.1,0,1,4,154.165,12.41631991
0.1,1,0.1,0,1,5,155.153,12.45604271
0.1,1,0.1,0,1,6,155.797,12.48186685
0.1,1,0.1,0,1,7,156.446,12.50783754
0.1,1,0.1,0,1,8,156.997,12.52984437
0.1,1,0.1,0,1,9,157.475,12.54890433
0.1,1,0.1,0,1,10,157.781,12.56109072
0.1,1,0.1,0,1,20,218.281,14.77433586
0.1,1,0.1,0,1,30,232.469,15.24693412
0.1,1,0.1,0,1,40,260.14,16.12885613
0.1,1,0.1,0,1,50,283.154,16.82718039
0.1,10,0.1,0,1,1,188.393,13.72563295
0.1,10,0.1,0,1,2,361.969,19.02548291
0.1,10,0.1,0,1,3,441.658,21.01566083
0.1,10,0.1,0,1,4,458.832,21.42036414
0.1,10,0.1,0,1,5,464.656,21.55588087
0.1,10,0.1,0,1,6,467.313,21.61742353
0.1,10,0.1,0,1,7,468.55,21.6460158
0.1,10,0.1,0,1,8,469.328,21.66397932
0.1,10,0.1,0,1,9,469.782,21.67445501
0.1,10,0.1,0,1,10,470.07,21.68109776
0.1,10,0.1,0,1,20,470.864,21.69940091
0.1,10,0.1,0,1,30,470.966,21.70175108
0.1,10,0.1,0,1,40,471.012,21.70281088
0.1,10,0.1,0,1,50,471.017,21.70292607
0.1,0,0.1,5,1,1,254.88,15.96496163
0.1,0,0.1,5,1,2,276.153,16.61785185
0.1,0,0.1,5,1,3,281.099,16.76600728
0.1,0,0.1,5,1,4,282.544,16.80904518
0.1,0,0.1,5,1,5,283.113,16.82596208
0.1,0,0.1,5,1,6,283.398,16.83442901
0.1,0,0.1,5,1,7,283.587,16.84004157
0.1,0,0.1,5,1,8,283.661,16.84223857
0.1,0,0.1,5,1,9,283.714,16.84381192
0.1,0,0.1,5,1,10,283.75,16.84488053
0.1,0,0.1,5,1,20,283.765,16.84532576
0.1,0,0.1,5,1,30,283.758,16.84511799
0.1,0,0.1,5,1,40,283.756,16.84505862
0.1,0,0.1,5,1,50,283.755,16.84502894
0.1,1,0.1,5,1,1,287.547,16.95721086
0.1,1,0.1,5,1,2,287.633,16.95974646
0.1,1,0.1,5,1,3,287.535,16.95685702
0.1,1,0.1,5,1,4,287.502,16.95588393
0.1,1,0.1,5,1,5,287.497,16.95573649
0.1,1,0.1,5,1,6,287.495,16.95567752
0.1,1,0.1,5,1,7,287.494,16.95564803
0.1,1,0.1,5,1,8,287.493,16.95561854
0.1,1,0.1,5,1,9,287.493,16.95561854
0.1,1,0.1,5,1,10,287.493,16.95561854
0.1,1,0.1,5,1,20,287.477,16.95514671
0.1,1,0.1,5,1,30,287.483,16.95532365
0.1,1,0.1,5,1,40,287.486,16.95541212
0.1,1,0.1,5,1,50,287.488,16.95547109
0.1,10,0.1,5,1,1,337.755,18.37811198
0.1,10,0.1,5,1,2,337.755,18.37811198
0.1,10,0.1,5,1,3,337.755,18.37811198
0.1,10,0.1,5,1,4,337.755,18.37811198
0.1,10,0.1,5,1,5,337.755,18.37811198
0.1,10,0.1,5,1,6,337.755,18.37811198
0.1,10,0.1,5,1,7,337.755,18.37811198
0.1,10,0.1,5,1,8,337.755,18.37811198
0.1,10,0.1,5,1,9,337.755,18.37811198
0.1,10,0.1,5,1,10,337.755,18.37811198
0.1,10,0.1,5,1,20,337.755,18.37811198
0.1,10,0.1,5,1,30,337.755,18.37811198
0.1,10,0.1,5,1,40,337.755,18.37811198
0.1,10,0.1,5,1,50,337.755,18.37811198
0.1,0,0.1,10,1,1,322.878,17.9688063
0.1,0,0.1,10,1,2,322.832,17.96752626
0.1,0,0.1,10,1,3,322.809,17.96688621
0.1,0,0.1,10,1,4,322.815,17.96705318
0.1,0,0.1,10,1,5,322.818,17.96713667
0.1,0,0.1,10,1,6,322.82,17.96719232
0.1,0,0.1,10,1,7,322.821,17.96722015
0.1,0,0.1,10,1,8,322.823,17.96727581
0.1,0,0.1,10,1,9,322.823,17.96727581
0.1,0,0.1,10,1,10,322.824,17.96730364
0.1,0,0.1,10,1,20,322.816,17.96708101
0.1,0,0.1,10,1,30,322.821,17.96722015
0.1,0,0.1,10,1,40,322.823,17.96727581
0.1,0,0.1,10,1,50,322.825,17.96733147
0.1,1,0.1,10,1,1,325.46,18.04050997
0.1,1,0.1,10,1,2,325.475,18.0409257
0.1,1,0.1,10,1,3,325.479,18.04103656
0.1,1,0.1,10,1,4,325.481,18.04109198
0.1,1,0.1,10,1,5,325.483,18.04114741
0.1,1,0.1,10,1,6,325.483,18.04114741
0.1,1,0.1,10,1,7,325.484,18.04117513
0.1,1,0.1,10,1,8,325.484,18.04117513
0.1,1,0.1,10,1,9,325.485,18.04120284
0.1,1,0.1,10,1,10,325.485,18.04120284
0.1,1,0.1,10,1,20,325.486,18.04123056
0.1,1,0.1,10,1,30,325.486,18.04123056
0.1,1,0.1,10,1,40,325.487,18.04125827
0.1,1,0.1,10,1,50,325.487,18.04125827
0.1,10,0.1,10,1,1,218.266,14.77382821
0.1,10,0.1,10,1,2,218.266,14.77382821
0.1,10,0.1,10,1,3,218.266,14.77382821
0.1,10,0.1,10,1,4,218.266,14.77382821
0.1,10,0.1,10,1,5,218.266,14.77382821
0.1,10,0.1,10,1,6,218.266,14.77382821
0.1,10,0.1,10,1,7,218.266,14.77382821
0.1,10,0.1,10,1,8,218.266,14.77382821
0.1,10,0.1,10,1,9,218.266,14.77382821
0.1,10,0.1,10,1,10,218.266,14.77382821
0.1,10,0.1,10,1,20,218.266,14.77382821
0.1,10,0.1,10,1,30,218.266,14.77382821
0.1,10,0.1,10,1,40,218.266,14.77382821
0.1,10,0.1,10,1,50,218.266,14.77382821
0.1,0,0.1,5,3,1,243.133,15.59272266
0.1,0,0.1,5,3,2,243.223,15.59560836
0.1,0,0.1,5,3,3,243.699,15.6108616
0.1,0,0.1,5,3,4,299.774,17.31398279
0.1,0,0.1,5,3,5,346.483,18.61405383
0.1,0,0.1,5,3,6,365.443,19.1165635
0.1,0,0.1,5,3,7,375.801,19.38558743
0.1,0,0.1,5,3,8,381.517,19.53246016
0.1,0,0.1,5,3,9,384.975,19.6207798
0.1,0,0.1,5,3,10,387.546,19.68618805
0.1,0,0.1,5,3,20,401.48,20.03696584
0.1,0,0.1,5,3,30,408.548,20.21257035
0.1,0,0.1,5,3,40,411.791,20.29263413
0.1,0,0.1,5,3,50,413.834,20.34291031
0.1,1,0.1,5,3,1,252.079,15.87699594
0.1,1,0.1,5,3,2,353.329,18.79704764
0.1,1,0.1,5,3,3,376.362,19.40005155
0.1,1,0.1,5,3,4,383.339,19.57904492
0.1,1,0.1,5,3,5,387.227,19.67808426
0.1,1,0.1,5,3,6,390.135,19.75183536
0.1,1,0.1,5,3,7,392.01,19.79924241
0.1,1,0.1,5,3,8,393.245,19.83040595
0.1,1,0.1,5,3,9,393.96,19.84842563
0.1,1,0.1,5,3,10,394.485,19.86164646
0.1,1,0.1,5,3,20,395.245,19.8807696
0.1,1,0.1,5,3,30,395.207,19.87981388
0.1,1,0.1,5,3,40,395.181,19.87915994
0.1,1,0.1,5,3,50,395.19,19.87938631
0.1,10,0.1,5,3,1,256.868,16.02710205
0.1,10,0.1,5,3,2,257.042,16.03252943
0.1,10,0.1,5,3,3,257.065,16.03324671
0.1,10,0.1,5,3,4,257.074,16.03352737
0.1,10,0.1,5,3,5,257.066,16.03327789
0.1,10,0.1,5,3,6,257.07,16.03340263
0.1,10,0.1,5,3,7,257.073,16.03349619
0.1,10,0.1,5,3,8,257.074,16.03352737
0.1,10,0.1,5,3,9,257.075,16.03355856
0.1,10,0.1,5,3,10,257.076,16.03358974
0.1,10,0.1,5,3,20,257.079,16.03368329
0.1,10,0.1,5,3,30,257.08,16.03371448
0.1,10,0.1,5,3,40,257.08,16.03371448
0.1,10,0.1,5,3,50,257.08,16.03371448
0.1,0,0.1,10,3,1,344.675,18.56542485
0.1,0,0.1,10,3,2,433.135,20.81189564
0.1,0,0.1,10,3,3,447.069,21.14400624
0.1,0,0.1,10,3,4,451.693,21.25307037
0.1,0,0.1,10,3,5,453.97,21.30657176
0.1,0,0.1,10,3,6,455.605,21.34490572
0.1,0,0.1,10,3,7,456.903,21.37528947
0.1,0,0.1,10,3,8,457.957,21.39992991
0.1,0,0.1,10,3,9,458.878,21.42143786
0.1,0,0.1,10,3,10,459.695,21.44049906
0.1,0,0.1,10,3,20,463.912,21.53861648
0.1,0,0.1,10,3,30,465.14,21.56710458
0.1,0,0.1,10,3,40,465.614,21.57809074
0.1,0,0.1,10,3,50,465.835,21.58321107
0.1,1,0.1,10,3,1,377.368,19.42596201
0.1,1,0.1,10,3,2,379.866,19.49015136
0.1,1,0.1,10,3,3,380.55,19.50769079
0.1,1,0.1,10,3,4,380.738,19.51250881
0.1,1,0.1,10,3,5,380.815,19.5144818
0.1,1,0.1,10,3,6,380.849,19.51535293
0.1,1,0.1,10,3,7,380.871,19.51591658
0.1,1,0.1,10,3,8,380.883,19.51622402
0.1,1,0.1,10,3,9,380.898,19.51660831
0.1,1,0.1,10,3,10,380.891,19.51642898
0.1,1,0.1,10,3,20,380.89,19.51640336
0.1,1,0.1,10,3,30,380.904,19.51676203
0.1,1,0.1,10,3,40,380.91,19.51691574
0.1,1,0.1,10,3,50,380.913,19.5169926
0.1,10,0.1,10,3,1,145.834,12.07617489
0.1,10,0.1,10,3,2,145.835,12.07621629
0.1,10,0.1,10,3,3,145.835,12.07621629
0.1,10,0.1,10,3,4,145.835,12.07621629
0.1,10,0.1,10,3,5,145.836,12.0762577
0.1,10,0.1,10,3,6,145.836,12.0762577
0.1,10,0.1,10,3,7,145.836,12.0762577
0.1,10,0.1,10,3,8,145.836,12.0762577
0.1,10,0.1,10,3,9,145.836,12.0762577
0.1,10,0.1,10,3,10,145.836,12.0762577
0.1,10,0.1,10,3,20,145.836,12.0762577
0.1,10,0.1,10,3,30,145.836,12.0762577
0.1,10,0.1,10,3,40,145.836,12.0762577
0.1,10,0.1,10,3,50,145.836,12.0762577
0.1,0,0.1,5,3,1,407.434,20.18499443
0.1,0,0.1,5,3,2,418.343,20.45343492
0.1,0,0.1,5,3,3,421.404,20.52812705
0.1,0,0.1,5,3,4,423.119,20.56985659
0.1,0,0.1,5,3,5,424.405,20.6010922
0.1,0,0.1,5,3,6,425.391,20.62500909
0.1,0,0.1,5,3,7,426.17,20.64388529
0.1,0,0.1,5,3,8,426.751,20.65795246
0.1,0,0.1,5,3,9,427.17,20.66809135
0.1,0,0.1,5,3,10,427.497,20.67600058
0.1,0,0.1,5,3,20,428.666,20.70425077
0.1,0,0.1,5,3,30,428.908,20.71009416
0.1,0,0.1,5,3,40,428.96,20.71134955
0.1,0,0.1,5,3,50,428.983,20.71190479
0.1,1,0.1,5,3,1,431.697,20.77731937
0.1,1,0.1,5,3,2,431.662,20.77647708
0.1,1,0.1,5,3,3,431.667,20.77659741
0.1,1,0.1,5,3,4,431.669,20.77664554
0.1,1,0.1,5,3,5,431.67,20.77666961
0.1,1,0.1,5,3,6,431.671,20.77669367
0.1,1,0.1,5,3,7,431.672,20.77671774
0.1,1,0.1,5,3,8,431.643,20.77601983
0.1,1,0.1,5,3,9,431.647,20.7761161
0.1,1,0.1,5,3,10,431.651,20.77621236
0.1,1,0.1,5,3,20,431.664,20.77652521
0.1,1,0.1,5,3,30,431.668,20.77662148
0.1,1,0.1,5,3,40,431.67,20.77666961
0.1,1,0.1,5,3,50,431.672,20.77671774
0.1,10,0.1,5,3,1,434.556,20.84600681
0.1,10,0.1,5,3,2,434.556,20.84600681
0.1,10,0.1,5,3,3,434.556,20.84600681
0.1,10,0.1,5,3,4,434.556,20.84600681
0.1,10,0.1,5,3,5,434.556,20.84600681
0.1,10,0.1,5,3,6,434.556,20.84600681
0.1,10,0.1,5,3,7,434.556,20.84600681
0.1,10,0.1,5,3,8,434.556,20.84600681
0.1,10,0.1,5,3,9,434.556,20.84600681
0.1,10,0.1,5,3,10,434.556,20.84600681
0.1,10,0.1,5,3,20,434.556,20.84600681
0.1,10,0.1,5,3,30,434.556,20.84600681
0.1,10,0.1,5,3,40,434.556,20.84600681
0.1,10,0.1,5,3,50,434.556,20.84600681
0.1,0,0.1,10,3,1,462.843,21.51378628
0.1,0,0.1,10,3,2,462.89,21.51487857
0.1,0,0.1,10,3,3,462.9,21.51511097
0.1,0,0.1,10,3,4,462.904,21.51520393
0.1,0,0.1,10,3,5,462.906,21.51525041
0.1,0,0.1,10,3,6,462.887,21.51480885
0.1,0,0.1,10,3,7,462.859,21.51415813
0.1,0,0.1,10,3,8,462.867,21.51434405
0.1,0,0.1,10,3,9,462.872,21.51446025
0.1,0,0.1,10,3,10,462.877,21.51457645
0.1,0,0.1,10,3,20,462.896,21.51501801
0.1,0,0.1,10,3,30,462.901,21.51513421
0.1,0,0.1,10,3,40,462.904,21.51520393
0.1,0,0.1,10,3,50,462.906,21.51525041
0.1,1,0.1,10,3,1,459.483,21.43555458
0.1,1,0.1,10,3,2,459.487,21.43564788
0.1,1,0.1,10,3,3,459.489,21.43569453
0.1,1,0.1,10,3,4,459.489,21.43569453
0.1,1,0.1,10,3,5,459.49,21.43571786
0.1,1,0.1,10,3,6,459.49,21.43571786
0.1,1,0.1,10,3,7,459.49,21.43571786
0.1,1,0.1,10,3,8,459.49,21.43571786
0.1,1,0.1,10,3,9,459.491,21.43574118
0.1,1,0.1,10,3,10,459.491,21.43574118
0.1,1,0.1,10,3,20,459.491,21.43574118
0.1,1,0.1,10,3,30,459.491,21.43574118
0.1,1,0.1,10,3,40,459.492,21.43576451
0.1,1,0.1,10,3,50,459.492,21.43576451
0.1,10,0.1,10,3,1,130.462,11.42199632
0.1,10,0.1,10,3,2,130.462,11.42199632
0.1,10,0.1,10,3,3,130.462,11.42199632
0.1,10,0.1,10,3,4,130.462,11.42199632
0.1,10,0.1,10,3,5,130.462,11.42199632
0.1,10,0.1,10,3,6,130.462,11.42199632
0.1,10,0.1,10,3,7,130.462,11.42199632
0.1,10,0.1,10,3,8,130.462,11.42199632
0.1,10,0.1,10,3,9,130.462,11.42199632
0.1,10,0.1,10,3,10,130.462,11.42199632
0.1,10,0.1,10,3,20,130.462,11.42199632
0.1,10,0.1,10,3,30,130.462,11.42199632
0.1,10,0.1,10,3,40,130.462,11.42199632
0.1,10,0.1,10,3,50,130.462,11.42199632
0.1,0,0.1,5,3,1,275.684,16.60373452
0.1,0,0.1,5,3,2,275.904,16.61035821
0.1,0,0.1,5,3,3,276.407,16.62549247
0.1,0,0.1,5,3,4,276.551,16.62982261
0.1,0,0.1,5,3,5,276.576,16.63057425
0.1,0,0.1,5,3,6,276.599,16.63126574
0.1,0,0.1,5,3,7,276.602,16.63135593
0.1,0,0.1,5,3,8,277.202,16.64938437
0.1,0,0.1,5,3,9,280.093,16.73597921
0.1,0,0.1,5,3,10,283.791,16.84609747
0.1,0,0.1,5,3,20,305.652,17.48290594
0.1,0,0.1,5,3,30,308.539,17.56527825
0.1,0,0.1,5,3,40,309.262,17.58584658
0.1,0,0.1,5,3,50,309.534,17.59357837
0.1,1,0.1,5,3,1,310.464,17.61998865
0.1,1,0.1,5,3,2,313.431,17.7039826
0.1,1,0.1,5,3,3,313.791,17.71414689
0.1,1,0.1,5,3,4,313.93,17.71806987
0.1,1,0.1,5,3,5,313.964,17.71902932
0.1,1,0.1,5,3,6,313.982,17.71953724
0.1,1,0.1,5,3,7,313.993,17.71984763
0.1,1,0.1,5,3,8,313.999,17.72001693
0.1,1,0.1,5,3,9,314.004,17.72015801
0.1,1,0.1,5,3,10,314.008,17.72027088
0.1,1,0.1,5,3,20,314.006,17.72021445
0.1,1,0.1,5,3,30,314.013,17.72041196
0.1,1,0.1,5,3,40,314.001,17.72007336
0.1,1,0.1,5,3,50,314.006,17.72021445
0.1,10,0.1,5,3,1,371.91,19.28496824
0.1,10,0.1,5,3,2,371.91,19.28496824
0.1,10,0.1,5,3,3,371.91,19.28496824
0.1,10,0.1,5,3,4,371.91,19.28496824
0.1,10,0.1,5,3,5,371.91,19.28496824
0.1,10,0.1,5,3,6,371.91,19.28496824
0.1,10,0.1,5,3,7,371.91,19.28496824
0.1,10,0.1,5,3,8,371.91,19.28496824
0.1,10,0.1,5,3,9,371.91,19.28496824
0.1,10,0.1,5,3,10,371.91,19.28496824
0.1,10,0.1,5,3,20,371.91,19.28496824
0.1,10,0.1,5,3,30,371.91,19.28496824
0.1,10,0.1,5,3,40,371.91,19.28496824
0.1,10,0.1,5,3,50,371.91,19.28496824
0.1,0,0.1,10,3,1,344.826,18.56949111
0.1,0,0.1,10,3,2,344.903,18.57156429
0.1,0,0.1,10,3,3,344.916,18.57191428
0.1,0,0.1,10,3,4,344.921,18.57204889
0.1,0,0.1,10,3,5,344.924,18.57212966
0.1,0,0.1,10,3,6,344.925,18.57215658
0.1,0,0.1,10,3,7,344.926,18.5721835
0.1,0,0.1,10,3,8,344.88,18.57094505
0.1,0,0.1,10,3,9,344.886,18.57110659
0.1,0,0.1,10,3,10,344.891,18.57124121
0.1,0,0.1,10,3,20,344.913,18.57183351
0.1,0,0.1,10,3,30,344.919,18.57199505
0.1,0,0.1,10,3,40,344.922,18.57207581
0.1,0,0.1,10,3,50,344.924,18.57212966
0.1,1,0.1,10,3,1,347.334,18.63689888
0.1,1,0.1,10,3,2,347.353,18.63740862
0.1,1,0.1,10,3,3,347.359,18.63756958
0.1,1,0.1,10,3,4,347.362,18.63765007
0.1,1,0.1,10,3,5,347.364,18.63770372
0.1,1,0.1,10,3,6,347.365,18.63773055
0.1,1,0.1,10,3,7,347.365,18.63773055
0.1,1,0.1,10,3,8,347.366,18.63775738
0.1,1,0.1,10,3,9,347.367,18.6377842
0.1,1,0.1,10,3,10,347.367,18.6377842
0.1,1,0.1,10,3,20,347.368,18.63781103
0.1,1,0.1,10,3,30,347.369,18.63783786
0.1,1,0.1,10,3,40,347.369,18.63783786
0.1,1,0.1,10,3,50,347.369,18.63783786
0.1,10,0.1,10,3,1,120.396,10.97251111
0.1,10,0.1,10,3,2,120.396,10.97251111
0.1,10,0.1,10,3,3,120.396,10.97251111
0.1,10,0.1,10,3,4,120.396,10.97251111
0.1,10,0.1,10,3,5,120.396,10.97251111
0.1,10,0.1,10,3,6,120.396,10.97251111
0.1,10,0.1,10,3,7,120.396,10.97251111
0.1,10,0.1,10,3,8,120.396,10.97251111
0.1,10,0.1,10,3,9,120.396,10.97251111
0.1,10,0.1,10,3,10,120.396,10.97251111
0.1,10,0.1,10,3,20,120.396,10.97251111
0.1,10,0.1,10,3,30,120.396,10.97251111
0.1,10,0.1,10,3,40,120.396,10.97251111
0.1,10,0.1,10,3,50,120.396,10.97251111
0.1,0,1,0,0,1,166.572,12.90627754
0.1,0,1,0,0,2,179.097,13.38271273
0.1,0,1,0,0,3,186.994,13.67457495
0.1,0,1,0,0,4,192.605,13.87822035
0.1,0,1,0,0,5,196.999,14.03563322
0.1,0,1,0,0,6,200.561,14.16195608
0.1,0,1,0,0,7,203.632,14.26996847
0.1,0,1,0,0,8,206.302,14.36321691
0.1,0,1,0,0,9,208.64,14.44437607
0.1,0,1,0,0,10,210.807,14.51919419
0.1,0,1,0,0,20,219.02,14.79932431
0.1,0,1,0,0,30,159.786,12.64064872
0.1,0,1,0,0,40,166.583,12.90670368
0.1,0,1,0,0,50,172.131,13.11987043
0.1,1,1,0,0,1,179.847,13.41070468
0.1,1,1,0,0,2,191.035,13.82154116
0.1,1,1,0,0,3,199.407,14.12115434
0.1,1,1,0,0,4,205.338,14.32961967
0.1,1,1,0,0,5,209.994,14.49116973
0.1,1,1,0,0,6,213.778,14.62114907
0.1,1,1,0,0,7,217.104,14.73444943
0.1,1,1,0,0,8,220.014,14.83286891
0.1,1,1,0,0,9,222.618,14.92038873
0.1,1,1,0,0,10,224.898,14.99659961
0.1,1,1,0,0,20,234.033,15.29813714
0.1,1,1,0,0,30,229.805,15.15932057
0.1,1,1,0,0,40,237.75,15.41914395
0.1,1,1,0,0,50,244.31,15.63041906
0.1,10,1,0,0,1,461.044,21.47193517
0.1,10,1,0,0,2,463.861,21.53743253
0.1,10,1,0,0,3,464.19,21.54506904
0.1,10,1,0,0,4,464.292,21.54743604
0.1,10,1,0,0,5,464.337,21.54848022
0.1,10,1,0,0,6,464.359,21.5489907
0.1,10,1,0,0,7,464.372,21.54929233
0.1,10,1,0,0,8,464.364,21.54910671
0.1,10,1,0,0,9,464.373,21.54931553
0.1,10,1,0,0,10,464.38,21.54947795
0.1,10,1,0,0,20,464.392,21.54975638
0.1,10,1,0,0,30,464.403,21.5500116
0.1,10,1,0,0,40,464.408,21.55012761
0.1,10,1,0,0,50,464.411,21.55019721
0.1,0,1,5,0,1,221.445,14.88102819
0.1,0,1,5,0,2,194.04,13.92982412
0.1,0,1,5,0,3,196.558,14.01991441
0.1,0,1,5,0,4,198.248,14.08005682
0.1,0,1,5,0,5,199.539,14.12582741
0.1,0,1,5,0,6,200.956,14.17589503
0.1,0,1,5,0,7,201.919,14.20982055
0.1,0,1,5,0,8,202.754,14.23917132
0.1,0,1,5,0,9,203.806,14.27606388
0.1,0,1,5,0,10,204.508,14.30062936
0.1,0,1,5,0,20,229.878,15.16172813
0.1,0,1,5,0,30,254.41,15.95023511
0.1,0,1,5,0,40,275.327,16.59298044
0.1,0,1,5,0,50,296.105,17.20770176
0.1,1,1,5,0,1,275.69,16.6039152
0.1,1,1,5,0,2,281.042,16.76430732
0.1,1,1,5,0,3,285.235,16.88890168
0.1,1,1,5,0,4,288.857,16.9957936
0.1,1,1,5,0,5,292.281,17.09622765
0.1,1,1,5,0,6,295.569,17.19212029
0.1,1,1,5,0,7,298.825,17.28655547
0.1,1,1,5,0,8,302.174,17.38315276
0.1,1,1,5,0,9,305.67,17.48342072
0.1,1,1,5,0,10,309.246,17.58539166
0.1,1,1,5,0,20,335.938,18.32861151
0.1,1,1,5,0,30,341.771,18.48704952
0.1,1,1,5,0,40,343.022,18.52085311
0.1,1,1,5,0,50,343.406,18.53121691
0.1,10,1,5,0,1,194.473,13.94535765
0.1,10,1,5,0,2,194.479,13.94557277
0.1,10,1,5,0,3,194.48,13.94560863
0.1,10,1,5,0,4,194.48,13.94560863
0.1,10,1,5,0,5,194.481,13.94564448
0.1,10,1,5,0,6,194.481,13.94564448
0.1,10,1,5,0,7,194.481,13.94564448
0.1,10,1,5,0,8,194.481,13.94564448
0.1,10,1,5,0,9,194.481,13.94564448
0.1,10,1,5,0,10,194.481,13.94564448
0.1,10,1,5,0,20,194.481,13.94564448
0.1,10,1,5,0,30,194.481,13.94564448
0.1,10,1,5,0,40,194.482,13.94568033
0.1,10,1,5,0,50,194.482,13.94568033
0.1,0,1,10,0,1,301.586,17.3662316
0.1,0,1,10,0,2,317.809,17.82719832
